Hospital,Average_Billing,Total_Billing,Patient_Count
Gilmore-Wright,28312.58166482314,28312.58166482314,1
Glass Group,13024.758913942336,13024.758913942336,1
Glass Inc,28151.90350530886,28151.90350530886,1
"Glass Jackson and Santos,",37432.05150207135,37432.05150207135,1
"Glass Johnson and Perez,",25979.016342887226,25979.016342887226,1
Glass LLC,3497.41080485133,3497.41080485133,1
"Glass Sandoval, and Dixon",6296.791729691516,12593.583459383031,2
Glass Sons and,11731.624590521234,11731.624590521234,1
"Glass Whitney Baker, and",40286.938988049136,40286.938988049136,1
"Glass and Brown, Morgan",30937.32454755274,30937.32454755274,1
"Glass, Dalton Noble and",17407.22924658832,17407.22924658832,1
"Glass, and Clark Martinez",9289.24601768879,9289.24601768879,1
Glass-Baker,14474.664374821965,14474.664374821965,1
Glass-Jones,28670.17961485274,28670.17961485274,1
Glass-Miller,13332.17048682465,13332.17048682465,1
Glass-Taylor,13972.898247164463,13972.898247164463,1
Glass-Williams,4037.753414231266,4037.753414231266,1
"Glenn Duran Kelly, and",49705.54343950687,49705.54343950687,1
Glenn Group,26102.752804266,52205.505608532,2
"Glenn Kelly and Rodriguez,",35823.57906060845,35823.57906060845,1
Glenn Ltd,7435.077229305933,7435.077229305933,1
Glenn PLC,37414.00755988113,74828.01511976226,2
"Glenn, Graham and Wallace",43470.08429972295,43470.08429972295,1
"Glenn, and Miller Bean",12802.2373450885,12802.2373450885,1
Glenn-Gill,47121.19669016517,47121.19669016517,1
Glenn-Kim,47839.914269384106,47839.914269384106,1
Glenn-Lane,21619.417297457425,21619.417297457425,1
Glenn-Mckenzie,23510.88866646388,23510.88866646388,1
Glenn-Powers,16876.850321398688,16876.850321398688,1
Glenn-Simmons,43633.70989992287,43633.70989992287,1
Glover Inc,8012.338344451993,8012.338344451993,1
Glover Ltd,17425.50687479674,17425.50687479674,1
"Glover Mitchell and Bell,",20344.90838879245,20344.90838879245,1
"Glover Murray and Hansen,",2309.934716726345,2309.934716726345,1
Glover PLC,40577.85545742554,81155.71091485108,2
"Glover Richardson, and Cochran",35205.125287058945,70410.25057411789,2
"Glover and Bradford Briggs,",28686.759948529216,28686.759948529216,1
"Glover and Fitzpatrick Clayton,",5591.496637010605,11182.99327402121,2
"Glover and Lopez, Page",17446.42123889547,17446.42123889547,1
"Glover and Marshall Carpenter,",14086.010022399572,14086.010022399572,1
"Glover and Oneill Miller,",22976.90758190705,22976.90758190705,1
"Glover, and Garcia Walton",40752.84161528196,40752.84161528196,1
"Glover, and Lewis Wong",33566.259728295634,33566.259728295634,1
Glover-Ali,26444.86946743674,26444.86946743674,1
Glover-Ball,46663.10578885697,46663.10578885697,1
Glover-Bass,3127.6969446438984,3127.6969446438984,1
Glover-Browning,24591.113400685957,24591.113400685957,1
Glover-Gill,44034.17467390678,88068.34934781356,2
Glover-Marshall,12366.305982540256,12366.305982540256,1
Glover-Mcgee,6125.877219789165,6125.877219789165,1
Glover-Pacheco,40295.595511757725,40295.595511757725,1
Glover-Riley,42549.056799237725,42549.056799237725,1
Glover-Rogers,38547.35789566942,38547.35789566942,1
Glover-Sawyer,28038.052113223763,28038.052113223763,1
Glover-Thomas,22423.914747694453,22423.914747694453,1
Glover-Wilson,27264.065379020816,27264.065379020816,1
Golden LLC,40875.258569306,81750.517138612,2
"Golden Lopez, Powell and",22036.343544965308,22036.343544965308,1
Golden PLC,22396.5570377705,44793.114075541,2
"Golden Quinn Johnson, and",47337.43772117464,47337.43772117464,1
"Golden and Davis Gibson,",8699.048628865301,8699.048628865301,1
"Golden, Phillips and Obrien",34046.61490209472,34046.61490209472,1
"Golden, and Jackson Franklin",3277.9387749089537,3277.9387749089537,1
"Golden, and Jackson Taylor",39174.94876429108,78349.89752858217,2
"Golden, and Morgan Green",49132.53813306478,49132.53813306478,1
Golden-Cooper,28151.8176532412,28151.8176532412,1
Golden-Fox,10639.634793492996,10639.634793492996,1
Golden-Harvey,36396.14195665969,36396.14195665969,1
Golden-Kidd,17969.204142407278,17969.204142407278,1
Golden-Phillips,49490.8237159872,49490.8237159872,1
Golden-Powell,10759.35395192703,10759.35395192703,1
Golden-Simpson,3934.3491909049135,3934.3491909049135,1
"Gomez Bell, and Wells",40981.25243502331,40981.25243502331,1
"Gomez Bryant, and Murphy",12474.68472961542,24949.36945923084,2
"Gomez Conrad, and Harvey",11383.355125283391,11383.355125283391,1
"Gomez Dillon Knight, and",26653.7121717988,26653.7121717988,1
"Gomez Flores, Lee and",24863.971413469528,24863.971413469528,1
"Gomez Garcia, and Davis",41425.09903840612,41425.09903840612,1
"Gomez Gilmore, and Lozano",1503.644251451345,1503.644251451345,1
Gomez Group,21695.427310030165,86781.70924012066,4
"Gomez Holder, and Freeman",31420.62669721518,31420.62669721518,1
"Gomez Holt, Carey and",5406.832149498154,5406.832149498154,1
Gomez Inc,25665.881678814683,179661.1717517028,7
Gomez LLC,33402.79844187907,66805.59688375815,2
Gomez Ltd,34152.956353418405,68305.91270683681,2
Gomez PLC,16752.3508622006,50257.0525866018,3
"Gomez Padilla and Hall,",49297.23171978928,49297.23171978928,1
"Gomez Ray, and Jones",10836.211217334956,10836.211217334956,1
"Gomez Rivera Hale, and",13862.98582119304,13862.98582119304,1
"Gomez Ruiz, Cardenas and",8950.407746202816,8950.407746202816,1
Gomez Sons and,37510.22171214002,75020.44342428003,2
"Gomez Trevino, Reynolds and",17391.17785578548,17391.17785578548,1
"Gomez Turner, and Martinez",46911.45587662589,46911.45587662589,1
"Gomez Williams and Morales,",36480.166321188764,36480.166321188764,1
"Gomez and Espinoza, Wilson",14564.74608273018,14564.74608273018,1
"Gomez and Garrison Sims,",13069.838511991054,26139.67702398211,2
"Gomez and Gonzales, Patel",47814.38868737944,47814.38868737944,1
"Gomez and Harris Henry,",39860.44996839551,39860.44996839551,1
"Gomez and Holden, Jefferson",18096.0262500193,18096.0262500193,1
"Gomez and Norris Holloway,",11439.70383974009,11439.70383974009,1
"Gomez and Rose, Hogan",40592.61377553569,40592.61377553569,1
Gomez and Sons,40136.96818039699,40136.96818039699,1
"Gomez, Beard Colon and",44743.41883548444,89486.83767096887,2
"Gomez, Duncan and Chavez",2454.4527485291924,2454.4527485291924,1
"Gomez, Miller Johnson and",38429.57811812973,38429.57811812973,1
"Gomez, Mills Hernandez and",25088.00412853737,25088.00412853737,1
"Gomez, Rogers Wells and",24060.85233642399,24060.85233642399,1
"Gomez, Tucker Collins and",34498.209390905125,34498.209390905125,1
"Gomez, and Carpenter Velasquez",29749.269521825816,29749.269521825816,1
"Gomez, and Grant Harris",30535.4771441082,30535.4771441082,1
"Gomez, and Martin Smith",6334.547373572905,12669.09474714581,2
"Gomez, and Monroe Walter",30405.726663334197,30405.726663334197,1
Gomez-Baldwin,49343.19134306452,49343.19134306452,1
Gomez-Barker,35165.47250734631,35165.47250734631,1
Gomez-Barrett,19558.731048537345,19558.731048537345,1
Gomez-Berry,31552.170883391005,31552.170883391005,1
Gomez-Bradshaw,27533.943644125186,27533.943644125186,1
Gomez-Browning,10074.16647254826,10074.16647254826,1
Gomez-Chapman,23926.15685740269,23926.15685740269,1
Gomez-Conway,31931.535439423675,31931.535439423675,1
Gomez-Cook,5466.6754262048125,5466.6754262048125,1
Gomez-Cox,31437.990579526355,31437.990579526355,1
Gomez-Curry,37660.83472399765,37660.83472399765,1
Gomez-Dixon,45818.171659381456,45818.171659381456,1
Gomez-Elliott,5822.2846676323325,5822.2846676323325,1
Gomez-Ellis,36552.30857025633,73104.61714051267,2
Gomez-Espinoza,15322.53100370955,15322.53100370955,1
Gomez-Farmer,43422.39871266555,43422.39871266555,1
Gomez-Gibson,15133.22925707651,15133.22925707651,1
Gomez-Gilbert,46039.74641089517,46039.74641089517,1
Gomez-Haynes,35882.5208898959,35882.5208898959,1
Gomez-Hernandez,35448.63707419615,35448.63707419615,1
Gomez-Jones,9324.551879430075,9324.551879430075,1
Gomez-Khan,6152.761704776301,6152.761704776301,1
Gomez-Lee,25291.685274573367,25291.685274573367,1
Gomez-Lyons,3603.683632357911,3603.683632357911,1
Gomez-Mitchell,27844.75332830695,83534.25998492085,3
Gomez-Murphy,37660.10304383686,37660.10304383686,1
Gomez-Olson,27414.018804721723,27414.018804721723,1
Gomez-Peters,34050.892434525886,34050.892434525886,1
Gomez-Phillips,16371.667126906945,16371.667126906945,1
Gomez-Robbins,17234.440272107677,17234.440272107677,1
Gomez-Rodriguez,41493.45501269637,82986.91002539275,2
Gomez-Roman,40946.58865531346,40946.58865531346,1
Gomez-Sampson,32316.3566425686,32316.3566425686,1
Gomez-Santiago,48125.12735675309,48125.12735675309,1
Gomez-Silva,46818.46454233173,46818.46454233173,1
Gomez-Smith,10722.49506969614,10722.49506969614,1
Gomez-Snyder,32378.03743026362,32378.03743026362,1
Gomez-Spencer,28887.162333377873,86661.48700013362,3
Gomez-Taylor,30546.24820960861,30546.24820960861,1
Gomez-Thomas,3780.384102053487,3780.384102053487,1
Gomez-Thompson,38692.3699695424,77384.7399390848,2
Gomez-Velez,6238.988092125176,6238.988092125176,1
Gomez-Welch,15423.092307191571,15423.092307191571,1
Gomez-Whitaker,21014.693791229,21014.693791229,1
"Gonzales Anderson Rios, and",20160.345346414702,20160.345346414702,1
"Gonzales Chen, Anderson and",31612.865213613783,31612.865213613783,1
"Gonzales Donaldson and Freeman,",12307.99810675016,12307.99810675016,1
"Gonzales Garcia, and Smith",24505.120500136232,24505.120500136232,1
"Gonzales Green, Delgado and",11270.819393555435,11270.819393555435,1
Gonzales Group,38304.63202449631,191523.16012248155,5
Gonzales Inc,31904.50743590915,95713.52230772744,3
Gonzales LLC,4743.887812386364,9487.775624772728,2
Gonzales Ltd,16060.835805558376,48182.50741667513,3
"Gonzales Montoya, and Diaz",48064.81664632772,48064.81664632772,1
Gonzales PLC,24510.889034779968,24510.889034779968,1
"Gonzales Robertson, Cruz and",31426.12491901428,31426.12491901428,1
Gonzales Sons and,11700.879618506657,23401.759237013313,2
"Gonzales Warner Rogers, and",10911.45044881199,10911.45044881199,1
"Gonzales and Franklin, Zimmerman",30906.61718402491,30906.61718402491,1
"Gonzales and Huff Young,",23129.562551027,23129.562551027,1
"Gonzales and Robinson, Thompson",12486.919398707752,12486.919398707752,1
"Gonzales and Smith, Sweeney",9638.638651018397,9638.638651018397,1
Gonzales and Sons,33912.275333791455,101736.82600137437,3
"Gonzales, Bailey and Robinson",23597.81801151204,23597.81801151204,1
"Gonzales, Davis Anderson and",36716.22707638725,36716.22707638725,1
"Gonzales, Ellis Murphy and",2491.863280679025,2491.863280679025,1
"Gonzales, Lawson Wagner and",9252.840651478176,9252.840651478176,1
"Gonzales, Murillo and Parker",10437.400548224485,10437.400548224485,1
"Gonzales, Sharp Hernandez and",20119.93006200373,20119.93006200373,1
"Gonzales, Warner and Yoder",22937.11818160928,22937.11818160928,1
"Gonzales, and Melton Ashley",38397.28661261441,38397.28661261441,1
Gonzales-Aguilar,20855.19525403718,20855.19525403718,1
Gonzales-Baldwin,41220.44159745952,41220.44159745952,1
Gonzales-Bruce,45658.75096077995,45658.75096077995,1
Gonzales-Campbell,22333.845089499908,44667.690178999816,2
Gonzales-Chapman,6456.531904136896,6456.531904136896,1
Gonzales-Clay,9345.170970999246,9345.170970999246,1
Gonzales-Fitzpatrick,44873.60811023504,44873.60811023504,1
Gonzales-Haley,15733.375529318851,15733.375529318851,1
Gonzales-Harris,42596.21993430982,42596.21993430982,1
Gonzales-Hernandez,35851.78781391503,35851.78781391503,1
Gonzales-Hubbard,41083.41735223039,41083.41735223039,1
Gonzales-Lambert,6379.17856969517,6379.17856969517,1
Gonzales-Liu,14828.453718781702,14828.453718781702,1
Gonzales-Mathis,47094.39654566026,94188.79309132052,2
Gonzales-Morris,14515.885296972916,14515.885296972916,1
Gonzales-Patton,42556.31006496933,42556.31006496933,1
Gonzales-Ramirez,44275.20136270517,44275.20136270517,1
Gonzales-Reilly,26595.54898591256,26595.54898591256,1
Gonzales-Rodriguez,37565.051881914456,37565.051881914456,1
Gonzales-Snyder,9274.886465026186,9274.886465026186,1
Gonzales-Taylor,35534.4040321663,35534.4040321663,1
Gonzales-Thomas,11932.88091612605,11932.88091612605,1
Gonzales-Wallace,45672.4776052044,91344.9552104088,2
Gonzales-Walton,32303.6058579023,32303.6058579023,1
Gonzales-Wilkins,4446.648427513205,4446.648427513205,1
Gonzales-Wright,9140.371087328838,9140.371087328838,1
"Gonzalez Anderson Jacobson, and",4018.016876320005,4018.016876320005,1
"Gonzalez Anderson and Decker,",26738.813915471077,26738.813915471077,1
"Gonzalez Berger, and Morris",6512.957360589386,6512.957360589386,1
"Gonzalez Burch, and Diaz",21770.014114050024,21770.014114050024,1
"Gonzalez Colon and Gomez,",42594.97800705229,42594.97800705229,1
"Gonzalez Cooper, Burch and",23542.78182326736,23542.78182326736,1
"Gonzalez Crawford Reeves, and",41433.03077046358,41433.03077046358,1
"Gonzalez Crawford, Fuller and",34203.28978890553,34203.28978890553,1
"Gonzalez Franco, Garza and",29273.439006449757,29273.439006449757,1
"Gonzalez Garcia Jones, and",36644.84526547288,36644.84526547288,1
"Gonzalez Gonzalez and Martin,",30869.15431967422,30869.15431967422,1
"Gonzalez Green Nelson, and",38677.55839640166,38677.55839640166,1
Gonzalez Group,28427.35002790108,227418.80022320864,8
"Gonzalez Harris, and Neal",18635.613987969184,18635.613987969184,1
"Gonzalez Hernandez and Ramos,",48065.82324071859,48065.82324071859,1
"Gonzalez Hudson, Rogers and",16601.123481882565,16601.123481882565,1
Gonzalez Inc,20375.50601534003,203755.0601534003,10
Gonzalez LLC,19809.889299849652,198098.8929984965,10
"Gonzalez Lee Dunn, and",14073.11016807652,14073.11016807652,1
Gonzalez Ltd,28922.743876705896,231381.95101364717,8
"Gonzalez Mason Wilson, and",50075.12854150392,50075.12854150392,1
"Gonzalez Mason, and Ramirez",17353.677761204737,17353.677761204737,1
"Gonzalez Olson Garcia, and",16040.000877784085,16040.000877784085,1
Gonzalez PLC,18891.453177274307,113348.71906364584,6
"Gonzalez Ramirez, Johnson and",21871.570005202702,21871.570005202702,1
"Gonzalez Raymond and Henry,",10077.13530762869,10077.13530762869,1
"Gonzalez Roman, Orozco and",15451.08367907522,15451.08367907522,1
"Gonzalez Ross Gonzalez, and",46717.19718740568,46717.19718740568,1
"Gonzalez Sanchez Campbell, and",42734.39387919978,42734.39387919978,1
"Gonzalez Sims and Logan,",17966.368581473536,35932.73716294707,2
Gonzalez Sons and,29810.42937917951,178862.57627507707,6
"Gonzalez Williams, Sanchez and",5916.720944070301,5916.720944070301,1
"Gonzalez Wolf Wall, and",45499.68039949826,90999.36079899652,2
"Gonzalez Wong, and Peterson",38032.297752939485,38032.297752939485,1
"Gonzalez and Bennett, Ashley",25826.44391873911,25826.44391873911,1
"Gonzalez and Brock, Lambert",21776.639373130063,43553.278746260126,2
"Gonzalez and Brown Monroe,",35066.37604220922,35066.37604220922,1
"Gonzalez and Huang Bowen,",22486.649629163,22486.649629163,1
"Gonzalez and Larsen, Bell",5523.111382700707,5523.111382700707,1
"Gonzalez and Larson Jenkins,",12339.799776426022,12339.799776426022,1
"Gonzalez and Lopez Smith,",39283.64311074353,39283.64311074353,1
"Gonzalez and Marks, Lopez",34555.171664722366,34555.171664722366,1
"Gonzalez and Mccormick, Andrews",4692.081377822898,4692.081377822898,1
"Gonzalez and Meyers, Johnson",40356.94712935215,40356.94712935215,1
"Gonzalez and Pearson, Robertson",45176.73739592176,45176.73739592176,1
"Gonzalez and Phillips, Adams",49474.50215019608,49474.50215019608,1
"Gonzalez and Stevens Ruiz,",34006.63002182424,68013.26004364848,2
"Gonzalez and Vega, Lee",30515.13756218046,30515.13756218046,1
"Gonzalez and Velasquez Wright,",39980.4150689765,79960.830137953,2
"Gonzalez and Vincent, Powell",49731.23309440159,49731.23309440159,1
"Gonzalez and Webb Perez,",38641.46166044665,77282.9233208933,2
"Gonzalez and Young Case,",17262.382091912816,17262.382091912816,1
"Gonzalez, Cook Mueller and",30959.68654469432,30959.68654469432,1
"Gonzalez, Daniels Hahn and",4837.398316563603,4837.398316563603,1
"Gonzalez, James and Davis",15326.607878682373,15326.607878682373,1
"Gonzalez, Lambert Anderson and",4677.478215949279,4677.478215949279,1
"Gonzalez, Mack and Mejia",35406.92961395843,35406.92961395843,1
"Gonzalez, Ochoa Garcia and",9326.248949943434,9326.248949943434,1
"Gonzalez, Rodriguez and Jackson",44884.074102308135,44884.074102308135,1
"Gonzalez, Sampson and Yates",17361.03700373614,17361.03700373614,1
"Gonzalez, Skinner and Gonzalez",46599.598559226695,46599.598559226695,1
"Gonzalez, Valdez and Williams",26913.073608210016,53826.14721642003,2
"Gonzalez, Ward Hobbs and",3806.486918713757,3806.486918713757,1
"Gonzalez, White Torres and",2188.95263271504,2188.95263271504,1
"Gonzalez, White and Peterson",31211.200512511718,31211.200512511718,1
"Gonzalez, and Brown Suarez",15674.73220757463,31349.46441514926,2
"Gonzalez, and Cruz Roberts",22135.749683183945,44271.49936636789,2
"Gonzalez, and Farrell Clarke",42742.38368805664,42742.38368805664,1
"Gonzalez, and Glenn Greene",16292.747706788454,16292.747706788454,1
"Gonzalez, and Hughes Roberts",870.3029093317225,870.3029093317225,1
"Gonzalez, and Walters White",31590.69036389146,31590.69036389146,1
Gonzalez-Beasley,7868.828157021511,7868.828157021511,1
Gonzalez-Bishop,31077.046782941383,31077.046782941383,1
Gonzalez-Bright,29276.29193080129,29276.29193080129,1
Gonzalez-Brown,27428.81616196237,54857.63232392474,2
Gonzalez-Buckley,35582.344804087814,35582.344804087814,1
Gonzalez-Burch,10910.98560995216,10910.98560995216,1
Gonzalez-Carter,44285.00248327255,44285.00248327255,1
Gonzalez-Chandler,36525.84682465102,36525.84682465102,1
Gonzalez-Chaney,28872.162447049293,28872.162447049293,1
Gonzalez-Cherry,37844.93722414315,37844.93722414315,1
Gonzalez-Christensen,39042.050899302165,39042.050899302165,1
Gonzalez-Cobb,16175.902310060816,16175.902310060816,1
Gonzalez-Cole,21888.55632986564,21888.55632986564,1
Gonzalez-Cox,34240.758350495955,34240.758350495955,1
Gonzalez-Cummings,25858.43752096273,25858.43752096273,1
Gonzalez-Diaz,17517.663318777682,17517.663318777682,1
